text,sentiment
 awwwwwww  you two are the cutest   and gods  i love your hair ,2
 did you see my message mandingo jr     lol  i hope its music i ll like ,2
i jus found my i d  finally   it was in the lint thingy in the dryer lol its all bent outta shape now  im mad,0
auntie diane wins quote of the day  and hes the incredible hulk ,2
 ohhh ok  so like  it s more frustrating  i had my hands on a  iphone last week but it was upgraded so i couldn t unlock it,0
 yay   we ll all move   sorry dh is being grr         ,0
 baking win  thanks for that ,2
 me too i hate revision,0
just had the most emo moment too many tears love my family and sorors,2
mmmm  shower ,1
 yay  you get to ride on the tow truck  how cool is that ,1
just helping myself to some caramel digestives,2
 ben and jerry   yummmmy   ,2
i want a dog or a cat or something  i want something to unconditonally love  thats not materialistic or a family memeber,2
eating breakfast and drinking coffe   strong coffe ,1
 lara  thank you so much  the  ff recommend ,2
iã â â½m boring   bad weather today  watchingn alias and having fun  with my boyfriend,0
 everaldo on my macbook i run linux with parallels and on my imac i use vmware fusion and both are great  especially in  unity  mode ,2
 oh it just takes me after i sign in to an error page,1
 the pictures tells me me that u were surrounded by adorable children   hehe,2
 will arrive tomorrow morning at    early,1
ofoz cool  catch you laterz   ,2
 haha me either but like ive always loved hilary  shes the girl id turn      for  haha,2
   just dont understand what s it got to do with me  i m just a nice girl,1
 we re no longer in biz together  the one thing that survived was our marriage  not so good with the in laws  though ,1
 if it makes you feel better i lost  overnight cause i posted a picture of a baby,2
 you are very welcome,2
happy mother day janey  even though idk if your a mommy ,2
 sorry i didn t go  jesus wasn t feeling it  and you know i can t see it with out my best bud  well that movie anyways ,0
and this is what happens when swine flu gets to all of us   ,1
can t tell you how thrilled i am to have just had a nosebleed   first time in ages   overjoyed doesn t cover it   urgh,0
i feel like     ,0
blerg       you monday  why must you always come   decent weekend  new glasses  hair color and got carded at gamestop   awesome ego boost,1
i m so proud of dr  house for detoxing   his amber hallucination is evil  ,2
 that s a shame really,0
listening to the best days of your life by kellie pickler,2
wants to wish all the moms a happy mother s day   hope you re all treated like queens ,2
i had fun at daisy s mexican fiesta  ,1
  thx for the follow ,2
i hate hiccups,0
is skyping with family,1
at work and it sucks big time,0
prom was awesome ,2
 you meanie  the one time you go to lux and i wont be there ,1
update ,1
m make sure you watch in hd,1
friends  come over and give me a massage  i can t sleep ,1
wockeez i wanna go  but i won t be there  i m sure that the show will be great  ,2
 i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now  wat do i do   xoxo,0
its raining  boo,1
on our way to st  martin    vacation for a week,1
note to self  never ever leave the macbook pro on the stupid icurve  it fell off ,0
 the bag looks stylish  congrats ,2
pulling articles,1
my dad just told me that he wants to put me up for sale on craigslist,0
 yeah i like it,2
dfizzy if you ever read this uh i got one question for you    would you ever date a fan   lmao ,1
 so i ve organised a day of indulgence   luxury for her  a pamper day  fingers crossed she likes the surprise  ,2
 it s lying,1
 grrrrrrrr                ,1
i misss my phone ,0
  in chicago until       just landed xoxo,1
 i m jealous  i have so let it slip what with the baby and all  not sure i could even do a half right now,0
i have had the william shatner version of rocket man in my head for  days now  it s      distracting,0
 im doing great thank you,2
 they can t be in their carriers anymore ,1
week end is over and now it s time to get back to work,1
good morning folks  more days to go  and sadly  more days of the giro  but that means the tour is not too far away,0
caruso so i took the polish off of the nail of the finger the door handle murdered earlier  and well    it s not pretty    ,0
i m emailing my best friend deanna with my yahoo account  emailing is fun    ,2
 i m thinking of a dawn shot of carlingford lough  the sun will be in the right place this time of year  involves an early rise tho,1
 nope,1
is fairly upset at the fact the twitter bgt session will have to commence without sam  ,0
 cop me some,1
  looks like i m on tea duty all day ,1
  great   i was hoping to run under  and ended up doing    woo hoo   gotta love the ,2
waiting for my mom to get home,1
im going bed i dnt feel well as always,0
stupid twitter   now i m faceless    ,0
just had some babi pangang  now off to friends  tomorrow it s working time again,1
 well let s be blessed together then too  yes  i feel better  but i would be sick again though if my little was spared ,2
 ok that s subtly saying i m no longer a fave  temme  thing   did the firangs steal your vocab  ur eating words and how ,1
 yeah  i was always changing my hair color in high school   i ve pretty much worn everything lol  some good  some baaaaaaaad,1
offically in dc        missing my numero uno,0
 aren t randoms what it s about      i love that it s star wars day   i didn t realise and i can t believe it s almost over ,1
brad oh  cuz id like to use it on a whole heap on bitchy girls i knoww,1
my brother is planning on moving to vietnam and staying there forever  ,1
wants new moon   ahh im going crazy ,0
it s too hot  i hate summer   harrymcflytosing,0
 i work with drunk golfers  it can be exciting  it wasn t bad  yours  sir ,2
 hahaha  really  i m just trying to figure out the last time he was on fb by looking at all of his friends pages,1
 its so addicting  but its kind of a curse to do them at night time  everytime i do one  i feel like making music afterwards,0
 ouch acid reflux hurt too   ,0
 why not   its the most retarded thing someone could do at their   and you know me  i like to be retarded   ,1
wishes it wasn t a bank holiday so he could be on the radio this afternoon    but at least he has another week to come up with some ideas,1
    i can definitely appreciate this  the simple things that make my day   ,2
 that version is not compatible with vista ,1
 try have a read of the paul mckenna book i can make you thin  it has some good advice on how bad traditional  diets  are,1
yeah but i was trying to send a msg to you   s also trying to put a pic on but it aint happening   do they have to approve it or summit ,0
i love music so much that i ve gone through pain to play  s my sides of my fingers now are peeling and have blisters from playing so much,0
ugh  migraine ,0
happy mothers day  breakfast with the fam  ,2
 oh no  that doesn t sound good  better get it checked out ,0
where are all ma bestfriends at     mia or wat  ,1
wooo am recovering from running race for life yest    i managed  mins   not bad for absolutley no trianing,2
   checked del s new blogsite    yahoo    im just excited to what it will bring  go del ,2
at the dmv uhhhg ,1
 that would be an idea  haha     ,1
  prettymess you missed all the free shots,1
 hope you have a great weekend em  say hi to the fam for me,2
 over herrreeeee,1
the apple keyboard is really cool  i want one  they used it in doctor who,2
happy mother s day to all the mom s out there in twitter land ,2
one hour till i go home and commence pouting because no bahama trip for me,1
 thxx   i was in the bathroom when you said it  ,2
 well my daughter is  now   thats why i said  i miss those days    they go by sooo fast,0
bbq was great    just relaxing around the house   dont wanna leave my city but have to tomorrow    got to clean the house when i get back,2
 smile  everything worked out ,2
everythings sooo messed up        life sucks          ,0
i ve got sunburn on my arm  in better news  my new guitar hero  metallica game came and i beyond happy about that ,2
whenever  whever  sarah s in dc all summer  and sure ,1
working late   but yet so fun hearing my colleagues funny song lists,1
sleeping in was interupted by jack hammers at        universe says get up  but i was up intil   cause i thougth i d be sleeping in,0
ken wilber   realistic expectation of integral wisdom      very interesting   i don t mind the video quality ,2
back to athens                ,1
 she has her perfect moments  she just broke one of the tiles on the floor in the hallway  i don t find her very perfect now ,1
hmmmmã â â½being home isn t  all  great  ,2
tactical mistake  going to the city library and buying milk  who knew  ouch ouch ouch  maybe a good thing i didn t try for uni ,1
 under a week delivery to oz  awesome product  awesome prices  the parcel today made my day,2
 hardly    some of my furniture is being shipped from who knows where and is backordered  i may cancel and shop local ,0
 happy mother s day  hope you have an awesome time with the bug,2
o dios acaban de tocar the pains of being pure at heart en el primavera sound  life is not fair,0
   what is this  is everyone abandoning me            ,1
  i can t call you im from mexico and i don t know the code,1
uploading a lot of photos    priceless memories,2
no   i can t make it to the tour  i m from philippines,1
 but now it s gone,1
  no way       that sucks b   are you ok ,0
haha may the  be with you  happy star wars day ,2
vote for board of the month may   licensed members only   good luck everybody,2
its my bday    i m gettin older ,1
ugh  i m definitely going to be sick  it s coming and it s going to suck ,0
 that sucks man,0
 i am sure it would be like everything else pci where   sets you free ,1
ops sorry  queen mom,0
looking at this website   should be working  ,2
i feel like dyeing right now   ,0
i can t wait to see up  how dare  have a  real  job  probably going to have to wait until tomorrow ,1
is at cindy babys house      taking in these last fridays we have together  dr    i hope,2
no more pizza for jamie  wtg    britains got talent  sure has  ,1
 sure you will tweet about this when you re back  but news is abuzz about tr knight s leaving  confirmed  today   muy triste ,0
moving back home today  pro  obnoxiously closer to  con  no more mpls runs excursions for at least a year ,0
 i ake it you re at work then and not lazing at home on a sunny bank holiday ,2
mattress armada needs to play a show soon or i m going to be seriously sad,0
 i m in an  now too  but  i had kids i was a    darn babies making my feet grow,1
you know that  rule  that says always point the knife away from you  just  learned my lesson on that one  straight through my finger ,0
 hey  how u feeling  i know charla hit me to see there were any places she can go  too young  did she have fun ,1
okay im happy again  i watched the second episode of jonas on youtube  i think tomorrow my family is going to olive garden for mothers day,2
 loved our lil tent side jam session mosh pit    edgefesssssst   ,2
 i think you forgot a couple exclamation points ,1
 i would notice   ,1
 no wonder we re married    night love   ,2
i think my wireless router is dieing,0
  soon  good luck brawn and mclaren fix up look sharp  p,2
 i thought it was just me that was like really hot  my room is too hot to sleep in,0
happy mothers day  ,2
may the fourth be with you   oh come on  no one had actually spelled it out yet,1
about to watch jonas   i love dvr  ,2
 it s not sooo noticable it depends on how you look at it   but i know it s there and now my ipod isn t perfect,0
 will you be posting a pic of you h suit   pretty please ,1
rachel and chelsey left me and jenny stole my bike   that makes me muy triste ,0
mothers day today ,1
 dbl booooooo for being sick  flippin blows      bahaha i kno i dont have many friends on here either  i feel so lame  haha,0
 are you a night owl or what  always on here as the same time as myself  enjoy your scifi show ,2
 lol ok then,1
  is still a huge achievement though,2
word is marlon brando gave him  cent       yeah   tha godfather,1
in kl now took wrong turn after sg besi now jam in city center,1
but now i have no money for a phone,0
i slept so late,1
 were done so much for them  then brazilians ha  but no meh  i think they love the other countries more then the uk,2
 i cannot  i have a full day of activities lol,1
why does my life suck ,0
 word     ,1
gosh it s anoher cloudy day  wish they would go away   or rain  ,0
 i was watchin tv yesterday and the media is on u  u were number five i think for worst beach bodies because of ur butt,0
   what ever happened w  creating music in collaboration just for fun without the  what am i getting out of it  question in mind  please ,2
 morning  i have loads to do   goin for a walk  to get rid of last nites haribo s,1
 swine flu victims unite  ,0
google wave next  can t keep up with the  ways i can communicate with people now  what happened to good old fashioned letter writing ,1
  blushing  blushing   once again blushing ,2
my  hacked  no signing needed   thx opda,1
whoa  i ve got to go to bed  night ,1
i ll guess i will see everyone after the weekend  gunna be having major tweet cravings the entire time     ,1
aghh mann i missed like half wowp  nd i dont like to start watching things in the middle of the show  i forgot to record it  im maddd ,0
in other news  i like this band   lydia   and its easy going melancholy yet cheery songs  it s good listening,2
 he totally got you     i think it s awesome ,2
a sweltering afternoon no wonder the creepy  slithering snakes are heading to the creek  the nasty things can swim  frightening detail ,0
 yep   sadly i only had  min before a meeting ,0
 mmmm    looks so yummy  good seeing u,2
   woohoo  i got the sunbeam cafã â â½ series grinder at eu foods for only    epic win,1
 no html converter on there   think we re going with     cause it took  min  to get working ,1
love ice cream    love cake    cookies and cream ice cream cake tops them both,2
eating some ice cream cake  its bomb ,2
projects suck,0
 its tomorrow ,1
 so do i     my jet is in the repair shop   lol,2
 i must of brought the bad weather with me to the states,0
i wish my roommates were coming home soon  maybe i should take a nap to waste time,2
that was reallly good,2
the rain makes me sad  its like i want to kill myself   ,0
 hey  aww man  no  i didnt ignore you i just dont have mobile web  so i can only txt   i can see you unless i m here  ,1
just got up  smoking a cig and drinking coffee   i need to start working on my final project for the univ,1
i hate that place ,0
 i miss yoooooooooooooooooooou my poia,0
very tired from a day of awesomeness and cake    now time for a bit of sleep ,1
happy mother s day to all the mom s out there i happen to have the greatest mom in the world  i love my mom she s my best friend,2
 that s a brilliant idea  only one buzz though,2
 i should have shouldnt i  im happy you enjoyed it cos im thoughtful like that you see  and yaya i hav  followers  woop,2
 just seeing if anyone was still awake,1
 yeah i know  things would be so much easier that way  i m bored the boys are playing tekenen  i can t spell it ,1
young love comes to an end,1
 your cave  does it have an espresso machine ,1
pax oh man    i m so sorry to hear that  i hope everything works out,1
boys are sitting down for photos  no touching and no handshakes allowed    asylm,1
nothing like yoga to clear the mind and make you realize how crappy things really are,1
 happy birthday  amber  hope it s a great one   and   you re far away from thirty   shhh   you re making us  ers feel sad ,1
 i did wake up but i appear to have missed you by not much ,0
 well i live in ohio  but here s our california parks  ,1
benson loved it  you continue to delight us amber     great job on the backing and the video by   kudos ,2
not ah huge fan of getting up in the middle of the night to change peed sheets and underpants ,1
 that sounds      too ,0
 good day sir  i m hungry ,2
 idk if i could   it would cost me soo much there ,0
not goin tto tafe,1
 thank for thinking of us and caring,2
 i know how you feel  my head is getting stuffier and stuffier  and it is not fun ,0
has found a free wifi point     and it s sunny,2
photography good morning  hope you have a great day  ,2
great  my mom is pissed at me  so she sent me to the asbestos filled backroom,1
 haha calm down  youll get ur shades  i m still sick tho  so i ll prolly knockout after,0
 lol we re such twitter addicts,2
happy mother s day  god bless you   all mother s worldwide  mother nature     technology emotion in motion   ,2
   pink green   love it  ,2
 looking forward to the reading this post as i like your  no       writing and often learn a few things,2
 yoko ono   ben lee       it s easy ,2
demoing with gary burr    so excited to get some  girls  music on tape   missing tayla,2
music i was not hugged,0
having my brecky  good morning  x,2
doing accounting homework  just nicely got a  for the project  ,2
i have had it with job hunting  i try all day and nothing works  i bet i couldn t even work at the      because of my cider belly ,0
i got dropped froma coupla ppl that were following me       detroit fans   ,0
no profile pic or bio  few or no updates  lots of following and no followers  zap  pow  block  annoying but strangely satisfying ,1
gymnastics time   my last night for teaching friday evening classes    new summer schedule starts next week ,1
  where u goin,1
no allowed a calculator for this exam despite it containing laths that is impossible to compute in my head ,0
 haha same as miine,1
  i m sorry people are so rude to you  isaac  they should get some manners and know better than to be so lewd ,0
 why  i enjoy fancy meals on my own smtimes  thr s joy in solitude  u can really enjoy the food   it s lk a date with the world,2
 oh yeah   love his choregoraphy  the pants   not so much ,1
jessicab     yip     aw gonna miss them on bb,0
violence heyyyy babyy,0
up at  on sunday    going to meet my mom for breakfast at the beach ,1
so the today show still hasn t gotten in touch with me  i wish they would so i can take my friends and myself to the nkotb show,1
just checked email and got a follower withb same name as me living in oz  welcome on board my alrer ego ,1
   thats if u go on a weekend ,1
 you are on mii      list   permanent mii dude,0
someone has hacked into my emails        off  ,0
this is the worst day ever  i ve been told im a chav,0
have no line bi focals for over  yrs now  end up taking glasses off to read close up ,1
ugh  kinda bored ,0
 i had to get the same sized jeans  i couldnt get my hips into the  s,0
i have to give up my beloved red sox tickets   argh  meeting was just scheduled in ca   ,0
no  thedailyshow this week,1
 look at this     i can t see them at all  what the heck  ,0
 do you think the bead crumb navigation will return to the new fusion studios  i really miss that at the top of each item ,0
 there is a motorcycle for sale down the road  mind you it d be stupid of me to get it  summer  months away ,0
 oh let me clarify know lots of nice people who live there  but thought it always was a breeding ground  bnp,1
 yep  i hope my lame attempt with the spaces helped me to hinder them  lol  i know tomorrow i guess ,2
 when u get a chance can u post a video of tinkerbell saying peekaboo i kinda wana hear him say it,1
 i will take pics soon    also  i would hang out with you everyday if we lived near each other,1
   i fell asleep on the beach and didn t put on enough sunscreen  lol,1
which is why i can t wait till i move out of home and life by myself next year  wacky adventures every day     ,1
 if you haven t changed your mind by mid june then you can have one  x,1
mom has left    again,0
going to sleep  gonna fall asleep playing apps again  tmrw is going to suck,0
mmm  just had the best delicious chocolate pancakes for tea break  oh thank god for herhsey s chocolate syrup ,2
wish someone would by my  mamiya mf lens  needs the money,1
i think i am getting a cold,1
where is the love by the black eyed peas  so many memories  watching the hulk ,2
nt online   mayb next week  if u havent voted pls do  ,1
researching ecologically friendly carrier bags    its not cheap to be eco friendly,2
come see me live on stickam  ,1
mood  was way too much fun  lol    i love to dance techno           life love stress     set backs   gnite,2
monstr  u may try prism ,1
 hee hee   btw thanks for your linkedin tips   i ve still to use them  but thanks in advance,2
everyone s abandoning the office    i still have  hours to go,1
    that s got to be hard  my parents have been apart most of their marriage  for  months this year t  i will be  mi apart,0
 girl  if you were part of the tour  i would seriously be the first in line for tickets   just sayin  ,1
i miss having nothing to do except lay out beside the pool every day of the summer   that was much better than spending all day in class ,1
 i am so sorry ,0
young money,1
i m going through withdrawls   missing someone    ,0
henrie you are amazingg  replyy  it s a dream come true if you would reply to me,2
    mmm yummy    looks like an invitation to me,2
 good      homie  hahahahaha thats what im talkin about    ,2
 iknowww  not many people know about it tho  so i like to keep it my little secret,2
can t wait for the next twitter ,2
another great song to sing along with          ,2
  its awful  xxxx,0
me and my friends are just sitting here and searching for pictures on google   haha  my friend found pictures of her father  haha,2
french isn t meant to be taught to asians,1
i m gonna eat some chips     anybody  want some    hahaha ,2
working  listening to music testing out a new singer guitarist tonight  let s hope for the best,2
is up and ready,1
get on a plane  come drink my cristal with me,1
   the definition of true beauty,2
getting back my english minor exam soon  dum dum dum duuuum  me and margrete had a burping comp  haha  i won,2
back to work   with no distractions  ,2
  or write a cms that uses git for versioning  check out rails git   i d be interested in working on something like that ,2
 hey there  i just crop them in photoshop and play around with the composition  what looks better large etc ,1
ok    finished all the mikados  should shut up now  lol,0
checked if there s a new comment on friendster ,1
 you just got one more  ,1
ugh  trying to respond to all of the emails voicemails facebook messages that i missed while out of town  this could be a while,0
loves twitter  y   post  mwaha  x,2
 oo noo thats not good,0
redbone stop that babe u makin me feel very bad now    ,0
 ah that would explain the italian colouring,1
the  shhh    stuff is finally all done ,1
 again  agreed  but having a program showing your friends are on facebook would be easier than giving  yer info,1
acquiring a centos live cd  now where did i put my memory stick  i would like to boot from that  i wonder if i left it at home,1
 peek a boo   i can see you  ,1
 oh hahah thats ok then,2
off to meeting in lincoln square  bummer  no more free parking,0
jerk josh  didn t even come meet me    im thinking of a number guess  ,0
 without ur tweets i feel lost hit me with something,0
 ill buy you one,1
 any tips for someone who has only made it  on flight control ,1
what s with the mass exodus from work at half three   it makes me sad,0
time to get purrtty   wink ,2
why would someone even do something like that  you gotta be pretty      desperate for attention    lol poor keanu,0
 i like the idea of eliminating bludgers and beaters just tackling ppl  makes it nearly as dangerous as book quidditch,0
 great    i ve gpt tp put the lyrics in  finsih the background  then go over some writing  and then done  ,2
lalaland    why am i liking that song so much   anyhoo     grr i have a cold  but thank goodness though the sore throat has gone  ,2
gotta go  bye twitterland   good night  i ll try sleep  so that i will recover easily  still sick   bye ,1
has a headaaaaaaaaaaaache,0
i always feel last ,1
luking for new background pic      ,1
 happy mothers day to you as well ,2
getting rather annoyed at my notebook  i know it s old and has got wrinkles but it s never been this slow before,0
 just got them  about to read   reply,1
    i like mr piggls i mean pickles  ,2
listening through the mendeed discog once again  i still think their disbanding is a loss    metal,0
 dont worry im not    i dont get it on my tv,2
hey girlie  how are you doing   ,2
it appears we found the dog     as we were posting signs with his picture  someone else was posting  found  signs with his picture    ,1
ahh its so gloomy out  i m pretty sure i just heard thunder eeeeeeek ,1
 hi lisa  you have the most beautiful pups  happy mothers day  raven  rio  thors wonderfur mama     kittykisses ,2
crazy legs is peepin parks at the pool hahaha she likes graf writers  not b boys  sorry,1
 so then      awesome super sexy stud muffin beast  how s that sound to you ,2
ah  just remembered some  hopefully good  news is coming  hopefully soon  from someone i know    once again may the  happydance  commence,2
omg    am luat examenul la spss  me so happy ,2
ii i have no choice  have to get on it ,1
made my first skype to landline call   good call quality  quite impressed,2
 i m jealous   i would love deer steak  one of the downsides of having an almost vegetarian and a carnivore living together,1
work has really sucked the past  days   now my   meeting on mon got rescheduled to  am  that s just plain evil   i need a new job  ,0
  missing jmichelle    told you treat me like a step child  smh,0
 oh yea  i didn t think it was open yet  they took over ben   jerry s   i loved that place ,2
 hows the peas doin  if you meet them  tell them i said hello,1
brownie sundaes at five and dumpster  blood bros on itunes  palm reader was closed  fun at the  anyway ,1
omg i want   everybody on my steam friends list is playing it,0
upss  her name is writen like chesca ,1
 and the first thing you did was get your twit on    ,1
 ooooh  boo   we only see each other at the bar  at  s well  or miss each other  i ll make a pt of stopping by    ,0
for inlapush because she misses quil so     far away  nickleback   ,0
 heh    i send dem when i get dem jen    i was shocked i found so many these last few days    earlier in the week nothing   ,0
  i have to break the twitterparty    im off home soon,1
 super stressful day   can t sleep   glad i found you your so sweet to take the time to make strangers feel good ,1
 yea i know right  i love that song ,2
 yeah unfortuantley  sam hanks      bowl that he like rolled along the floor got me out  grr,0
photo  martwo  omg i love you     i accadentally deleted this photo  yay hes so beautiful ,1
 hey how is everything going  please reply back  sometimes i think you hate me because you never reply back to me,0
i feel really blessed to have super awesome best friends,2
 and what a scary reflection it was  thought you were going to wizz your pants,0
shen computer just broke  time to get the old ibm out   ,1
 genevaaa  my picture isnt showing up  i dont think im doing it right,0
 hey there  hope you re all right  just watching  warm up for gp spain ,2
 have you considered cordoning off a corner of the park with beware  swine flu  signs might clear it out for you,1
only has under  words left to write on her assignment,1
sad assembly  next block,0
 dave i ask you for  the fix  by jk    and send hi to my sister lisette and me   alejandra   from mexico     ,1
another fun night    chilled wit my homie   green turtle n the park    good times   good times ,2
i m going to miss my imac so much over the next month ,0
wishes she would call him        hc ,1
off to work  missing out on all the sunshine ,0
is feeling waaay too cruisey and relaxed for a monday evening     oh wait    that s just wine before dinner   ,2
looks like it s going to be a upset for venus,0
i ve come close to astroturf myself    save yr      it doesn t drain  just spray paint yr yard green instead,1
 indeed  we are trying to get it in the trending topics for the fun of it  all some twilighters idea ,2
 no belgian an not a record collector,1
 ok  im not really that far yet  on the  part of   wish she did them earlier though  like mid day so i could be involved,2
 to boldly go where no one has gone before    ,1
 thanks    i m making homemade lasagna for my mum today ,1
going to get waterguns from tesco today   haha    its sunny ,1
 i ll keep that in mind when he gets tonked for  off his  overs ,1
 i was afraid you were going to say that ,0
 not enough time for disney world     might just have to watch the disney channel instead ,1
o awesome  my family owns it   the flowers   and we love having your kids there  they seem to have lots of fun  ,2
 bgt will holly take being paraded on stage again for potential rejection ,1
my eyes hurts  ,0
on way to birmingham   sewing in the van  punk ,1
 she s just finished   the pretenders now  x,1
 ohhh baby    pdgg  ahh  im missing it  ahhh  hehaheahaaaa,0
 kotenok         maybe they took one look at you and said  that s our girl  ,1
still up playin rock band woot woot,1
okay  seriously  you re all going to have to forgive me while i gush like a little fangirl for a few tweets,1
i m probably the only person in the world that uses tweetie from my ipod touch   not an iphone  ghetto  haha,1
 yeah i replied   i meant to take a photo of my drink but i was laaazy and didnt   x,1
yes   i have my e mail down to one window  most of which are marked for follow up on monday    all the dang paper still here tho,1
    must    stick   my    thumb   in    chin    dimple   lol  my hubby has one lol  but his is un    ,1
 may i please have a couple promo codes to your ea apps  thanks so much ,2
 so make the most of it  enjoy,2
zapatos for trashcan nachos and then an epic night,2
can t stop playing fallout    this game is addictive like crack    it s bad when you dream that your repairing guns in your sleep,0
 hmm gonna go with ran  miles and hit the gym    now time to wake the kids up,1
 and   aww  thank you   i love you girls ,2
at homee  bored plzz  someone txt me about doing something this weekend ,0
ok so  needs to hurry up and come wtf i wanna go hooooommmeeee ,0
i need words of inspiration  where s  and  when you need them  ,2
is about to go into her last final   happiness ,2
 you are too sweet girl   my food was soooo good,2
people in my house do not know how to close doors,0
my throat hurts,0
at this point  i m gonna be left here with only tommy  he is no prize ,0
my son had surgery yesterday so mommy and son time won t be as long today,0
mmm much better day    so far  it s still quite early  last day of  uds,2
 man i missed it   ive been waitn all day  u  giv the tix away   then whn im rappn up   wrk u gav my tix away  im sad ,0
 i wish i can see that  they have cnn here again  with no volume ,2
call awww i wish i could but i have no talking minutes,1
 wow and to think some people actually really do live in the jungle but dont get to go back to a hotel ,1
 bummer i know   lol  i actually do more partying when i am in school then out of school  i think it somehow helps me  hahaha ,2
 aaaa i cant go to his pagee  it really exist ,1
 yeah im following you  hun  goodnight,2
back in lancaster bored already  can t wait to start work  missing hel ,0
 agfest  it was pretty awesome   loads of people were there lol,2
listening to  s without your love   hes so tortured in that song   makes me sad,0
shoutout to all the beautiful moms out there that these niggas dont appreciate  some one cares happy mothers day ,1
dropped my lei off at the cemetary ,1
sis he got those cars before he lost his job   he used to make good money  now he works at mcdonalds because nobody will hire him ,1
still having a hangover,1
 lame  you should have said hello ,0
 hehe you re right  i m not daft  may is a good month to be on a french contract ,2
boooo on life decisions    bottle of wine be my lucky eight ball tonight,2
 anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,1
seems like  min wait time  should i call the wife now,1
 v a cã â â½n m c  day t i qua,1
 maybe it ll listen to you  dude it s like three in the morning  what time is it over there ,1
hiccups,1
 thanks to tweetstats  i confirmed what i long suspected  twitter is keeping me up way too late    ,0
   is it me  my machine   or    vids freeze up  halt whole blip stream    ,1
 no labels   sorry i know i m really needy ,0
 heyyyyyyyyyyyyyya,1
 omg  shannon happy birthday     i m celebrating for you ,2
and its over now  watch on now  hmmm,0
what do you want from me    i m awake ,1
 drugs are bad,1
haha aww ok now back to bionomial expansion  ugh  joy,0
watching twilight again        i m watching the audio commentary  it s sooo funny   ,2
 nothing definite yet  and the show is in a week   i may just be resorted to giving them away,1
also i popped the phone open and got all that goddamn dust out  but i wore out a clip on the camera panel so i had to glue it shut,0
legs are hurting because i was standing up all day ,0
 ha  if i was   i would be pointing out the irony of that last spelling mistake  with swearing ,0
bad timing  a new mommy just called for newborn pictures and i can t fit the baby into my schedule no matter how hard i try,0
its raning       really bad,0
 i m still crossing my fingers for a fun group,2
 i d help you if i weren t poorer than you lol  i m mexican living in  mx  which automatically makes me  times poorer,0
  work   this week some new instrumentals   stay updated,1
 awww my trini no esata bien bendito  too bad i cant fly in and make u feel better,1
just got done with my first day of work and is exsausted  sweaty  and chalky ,0
also         travel  backpacking hope you enjoy our pics   videos,2
ah seriously i dont even work with children some how i am still sick   groundhog friday just got worse ,0
happy mothers day to all of you amazing moms   hope you have a wonderful day with your loved ones  you deserve it    you do a great job ,2
excited bout going out  but bummed cuz im da designated driver  so no drinking for angie ,1
ending my evening on the best note   i will love you forever  tweets ,2
   too   crazy about miley and jb and in love with nick jonas haha,2
 jars was gonna be my answer,1
  thanks   and you being   just made my morning ,2
 ok i just love it when big buff tattoed  preferably christian   men strut   fluffy dogs are optional,2
artillero hahaha  sana someone s selling the full version of  coding workshop photo recovery wizard  cd  demo mode lang eh,1
is losing money in vegas   ,0
up earlier because of a stupid orthadontist appointment,0
he is so silly   ,0
 why you will so little time in rio de janeiro  forgive babelfish ,1
 is beastypops tired  i wish i was  my tablets are just making me want to throw up ,0
 it feels like ages away  more than  months,0
 you are a good child ,2
chillin with my family  we are getting tacos from ochoa s  they have the best food in all washington county,2
hi  my name is kate and i m addicted to mm s ,0
be beautiful        ,2
 sweet  i should have something new to show you by then  too,2
again documentation day,1
 i cannot deal w  this tweet  lol ,0
 aww  i guess not that many people are online though   ,0
i hate traffic  dallas is nothing  but traffic ,0
fan been busy trumping your cheese omlette with a cheese and chili omlette  an omnomlette,1
kittykat  so now im bored  untill i go out,0
o  and happy mothers day,2
 i just got my jagk shirt in the mail  omg i love it     see you saturday  ,2
   someone is ignoring me    being mean  ,0
join the biggest and bestest group on facebook  ,2
i hate going to work ,0
 helllllloooooooooooo tom  gig tonight  sorry im not sure when your shows are over there  miss you in the uk  hi hi hi hi hi     ,0
 i really want to   but it s one of my few free weekends that month and am booking clients  mama needs to make money ,1
 that is really brilliant ,2
ugh what an amazing night  time for bed  i know i m gonna sleep well  and with no getting up early   good night ,2
i learned the hoedown throwdown ,1
doing my fieldwork databook  slept awkwardly  bones all sore ,0
 lol   you take david lah   i want danny  not tom  ,1
 i know told you  and it tells you last tweets and all   just can t get it to play music   have it set  but it won t play,1
 that is comedy  good luck my friend ,2
  i m sorry to hear that  here is my optimist  things will get better  for all of us ,0
experiencing pain with paginating asp net listview controls,0
fuming over ebay purchase gone bad  outta   and have nothing to show for it      ,0
   december    thats like a year away   ,1
i got into a fight with the pavement  i think it won  poor little knee,0
 i think that s pretty awesome  i could quote lotr rotk for one summer  but now i can t anymore ,2
very lonely here in gosforth gallery  but excited for meal at six followed by antony and the johnsons tonight  woohoo  ,2
omg i finished my history childrens book     just need  make it pretty and print it off and im done    whoo   ,1
 if i could make it to philadelphia this year i would be there   but sadly  i cannot,0
 thanks  i ll check those out ,2
less or more itunes tuned up,1
buenos dias mundo de twitter  eating b fast and watching  sex on fire  video  i go to work  ,1
just got home   errrr    v luna hospital is so far    ,0
    i had a yay moment today  yay hope you did too ,2
